Iteration;w_s;Non Food;Non Perishable A;Non Perishable B;Non Perishable C;Non Perishable D;Perishable A;Perishable B;Medoid 0;Medoid 1;Medoid 2;Medoid 3;Cluster Size 0;Cluster Size 1;Cluster Size 2;Cluster Size 3;IEM;optimization;clustering;Repetition
0;0.11408519359808582;0.1486707537952537;0.1253000809216158;0.11326817393468144;0.088067694135561;0.13426592896451614;0.09096390915257356;0.18537826549771247;536870928;36775659520;9663819778;29611667938;1;119;153;432;;;;random_0
1;0.24583922759881016;0.08743795752925479;0.10132649713046628;0.051382160824446486;0.08725840913364279;0.3248062312263;0.004794632639486017;0.09715488391759347;536870928;37849532416;9663819778;29611667938;1;149;193;362;-7.730430670611596;0.09375;0.65625;random_0
2;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;536870928;37849532416;9663819778;29611667938;1;136;180;388;-7.7504520387142275;0.09375;0.34375;random_0
3;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;536870928;37849532416;9663819778;29611667938;1;136;180;388;-7.753142674866442;0.09375;;random_0
0;0.2230943142573634;0.08876925228049985;0.18328959226317254;0.12244267836512653;0.13150607973995734;0.21428175474110944;0.016445318155662837;0.020171010197108017;555745280;64162768930;26916106562;12348039394;48;255;208;194;;;;random_1
1;0.2629551623740104;0.20145637274419195;0.10957574579751353;0.007279040690199292;0.09299688990528336;0.2390193194627053;0.06920522595077958;0.017512243075316524;555745280;64162768930;26916106562;12348162272;48;262;206;189;-7.78879552461541;0.09375;0.78125;random_1
2;0.2940985242496007;0.16691998144413625;0.02186917841216099;0.06509988062962803;0.0625237540796771;0.27062616109209964;0.009538048259700704;0.1093244718329965;555745280;63624587330;26856267778;12348039394;57;210;209;229;-7.814961503613196;0.09375;0.734375;random_1
3;0.2940985242496007;0.16691998144413625;0.02186917841216099;0.06509988062962803;0.0625237540796771;0.27062616109209964;0.009538048259700704;0.1093244718329965;555745280;63624587330;26856267778;12348039394;55;210;210;230;-7.828171982752488;0.09375;0.234375;random_1
4;0.2940985242496007;0.16691998144413625;0.02186917841216099;0.06509988062962803;0.0625237540796771;0.27062616109209964;0.009538048259700704;0.1093244718329965;555745280;63624587330;26856267778;12348039394;55;210;210;230;-7.8285280552620335;0.09375;;random_1
0;0.10822950194210952;0.14099952599637086;0.021833392552064484;0.2356914372988185;0.19284980200941512;0.09032859058704758;0.17809393668812418;0.031973812926049804;536870928;63959955954;27385016450;1140989952;1;347;229;128;;;;random_10
1;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;536870928;63959955954;27385016450;1140989952;2;361;235;107;-7.764252054214089;0.09375;0.328125;random_10
2;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;536870928;63959955954;27385016450;1140989952;2;361;235;107;-7.771630044170086;0.09375;;random_10
0;0.15108994594523184;0.2437853400311279;0.0835712452060656;0.17508396875411358;0.03457496843894646;0.1879164807572236;0.07592085597706041;0.04805719489023067;536870928;26856267778;29611667938;1677852800;1;217;356;131;;;;random_11
1;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;536870928;26856267778;29611667938;1677852800;1;205;355;144;-7.7668825270080974;0.078125;0.34375;random_11
2;0.1536894198364882;0.002031259805225586;0.015509271266870073;0.24031944545001954;0.08378739188450274;0.3347126832399806;0.04226666711484504;0.12768386140206808;536870928;26856267778;29611667938;1677852800;1;208;349;147;-7.777691665276488;0.09375;0.328125;random_11
3;0.10127897519170112;0.003976291332096471;0.012513226162602665;0.14524149309956427;0.17617441348207588;0.4397619684435204;0.018296104826643;0.1027575274617962;536870928;26856267778;29611667938;1677852800;1;226;330;148;-7.7871066649473475;0.09375;0.328125;random_11
4;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;536870928;26856267778;29611667938;1677852800;1;222;342;140;-7.7822538987750365;0.09375;0.3125;random_11
5;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;536870928;26856267778;29611667938;1677852800;1;222;342;140;-7.777812977773283;0.109375;;random_11
0;0.1435609441755931;0.004921730015495125;0.20289989563132568;0.001149313093622308;0.16590935378399868;0.06608993129700884;0.17995365780355352;0.2355151741994028;536870928;36507222560;10200686786;29802766432;1;95;261;348;;;;random_12
1;0.2934176041342687;0.008147269441769392;0.28181307548086226;0.0006436050552196409;0.01812809725620379;0.09956354404161877;0.07160141015084243;0.2266853944392151;536870928;36507222560;10200686786;29802766432;1;109;229;366;-7.739721461099137;0.09375;0.359375;random_12
2;0.26394482465681823;0.053835016265335815;0.2783692325129348;0.0020676518773647327;0.045780694618596164;0.005377804544726131;0.04672106269717383;0.3039037128270502;536870928;36775659520;10200686786;29802766432;1;116;239;349;-7.747578217335024;0.09375;0.65625;random_12
3;0.2792817467824456;0.1738610541863808;0.2300975575145289;0.0027960351155159077;0.02786698252400251;0.03540787799531296;0.017250658167978668;0.2334380877138347;536870928;36775659520;10200686786;29802766432;1;138;219;347;-7.743868458759033;0.09375;0.328125;random_12
4;0.2884360570819134;0.2295152032536787;0.10350794703295048;0.0012573185897650926;0.3121066801297368;0.010450246698517093;0.01194377642560425;0.04278277078783425;536870928;36775659520;10200686786;29802766432;2;168;174;361;-7.731424147514661;0.09375;0.3125;random_12
5;0.2679471359406261;0.17193277524387765;0.21016993773822407;0.027769435894291542;0.15368047257293507;0.06505913444470407;0.05186395715147595;0.0515771510138655;536870928;36775659520;10200686786;29802766432;1;124;208;372;-7.734362362862817;0.109375;0.34375;random_12
6;0.3044568541746809;0.07788759542308718;0.2487919464395991;0.037129095932452665;0.05537589375838605;0.1914080908319688;0.07983560308920479;0.0051149203506205155;555745280;36775659520;10200686786;29540626738;19;100;168;418;-7.727231766574928;0.078125;0.6875;random_12
7;0.2694943619883305;0.012208397892823946;0.08817946427526185;0.002923051784917759;0.2919326600521629;0.2650473177182139;0.0672237144609956;0.0029910318272934854;555745280;36775659520;10200686786;29540626738;24;101;278;302;-7.797750179790637;0.09375;0.296875;random_12
8;0.16914050136601186;0.06514391589191455;0.04108132112537045;0.03595975345523245;0.3086847649174995;0.29755572339539543;0.025675983698417518;0.05675803615015825;555745280;36775659520;27385016450;29611667938;33;124;309;239;-7.822447114432223;0.09375;0.609375;random_12
9;0.16914050136601186;0.06514391589191455;0.04108132112537045;0.03595975345523245;0.3086847649174995;0.29755572339539543;0.025675983698417518;0.05675803615015825;555745280;36775659520;27385016450;29611667938;32;124;309;240;-7.865713339690465;0.09375;0.28125;random_12
10;0.16914050136601186;0.06514391589191455;0.04108132112537045;0.03595975345523245;0.3086847649174995;0.29755572339539543;0.025675983698417518;0.05675803615015825;555745280;36775659520;27385016450;29611667938;32;124;309;240;-7.865957185163492;0.109375;;random_12
0;0.05579214832119081;0.12922472055354275;0.1327874324500045;0.12834878286636378;0.05003435679203865;0.21368941678985756;0.10028450329915843;0.18983863892784364;536870928;64168798402;18257813504;3221356576;1;407;117;180;;;;random_13
1;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;536870928;64168798402;1140989952;3230281760;1;405;115;184;-7.744336241827522;0.09375;0.640625;random_13
2;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;536870928;64168798402;1140989952;3230281760;1;405;115;184;-7.793252096712456;0.109375;0.359375;random_13
3;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;536870928;64168798402;1140989952;3230281760;1;405;115;184;-7.793252096712456;0.078125;;random_13
0;0.13339007919825738;0.05672096348107715;0.15519052451155035;0.07561329411816448;0.16802560045992326;0.11084822274612922;0.16814615371747196;0.13206516176742628;536870928;44023547906;29611667938;1677852800;1;164;414;126;;;;random_14
