Iteration;w_s;Non Food;Non Perishable A;Non Perishable B;Non Perishable C;Non Perishable D;Perishable A;Perishable B;Medoid 0;Medoid 1;Medoid 2;Medoid 3;Cluster Size 0;Cluster Size 1;Cluster Size 2;Cluster Size 3;IEM;optimization;clustering;Repetition
0;0.11408519359808582;0.1486707537952537;0.1253000809216158;0.11326817393468144;0.088067694135561;0.13426592896451614;0.09096390915257356;0.18537826549771247;536870928;12348694690;29003751520;36775659552;1;305;291;142;;;;random_0
1;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;536870928;12348694690;29003751520;36507225120;1;343;274;121;-7.722618144063383;0.109375;0.8125;random_0
2;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;536870928;12348694690;29003751520;36507225120;1;343;274;121;-7.766787523024199;0.125;0.421875;random_0
3;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;536870928;12348694690;29003751520;36507225120;1;343;274;121;-7.766787523024199;0.09375;;random_0
0;0.2230943142573634;0.08876925228049985;0.18328959226317254;0.12244267836512653;0.13150607973995734;0.21428175474110944;0.016445318155662837;0.020171010197108017;555745280;1073881088;63970703858;3229753376;4;123;484;128;;;;random_1
1;0.3105558037553102;0.09838016706549667;0.029832776091283788;0.2477094638895409;0.1783533424689401;0.0905180372033726;0.02326501872834065;0.021385390797715162;555745280;1073881088;63970703858;3229753376;4;119;493;123;-7.8151266689137815;0.109375;0.578125;random_1
2;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;555745280;1073881088;63970703858;3229753376;4;130;479;126;-7.841196074283266;0.09375;0.5625;random_1
3;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;555745280;1073881088;63970703858;3229753376;4;130;479;126;-7.831777159003379;0.109375;;random_1
0;0.10822950194210952;0.14099952599637086;0.021833392552064484;0.2356914372988185;0.19284980200941512;0.09032859058704758;0.17809393668812418;0.031973812926049804;536870928;52617676800;29597315570;2415919136;1;198;483;57;;;;random_10
1;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;536870928;1073881088;29601767650;2415919136;1;166;516;56;-7.739996782421692;0.09375;0.9375;random_10
2;0.26400356727738417;0.13972626508717426;0.031918484287531766;0.3958529056178151;0.08658313179424464;0.012663840306161887;0.06594451750872049;0.003307288120967658;555745280;1073881088;29601767650;2415919136;4;190;485;60;-7.791441519246769;0.109375;1.015625;random_10
3;0.26400356727738417;0.13972626508717426;0.031918484287531766;0.3958529056178151;0.08658313179424464;0.012663840306161887;0.06594451750872049;0.003307288120967658;555745280;1073881088;29601767650;2415919136;4;190;485;60;-7.842846678230495;0.09375;0.515625;random_10
4;0.26400356727738417;0.13972626508717426;0.031918484287531766;0.3958529056178151;0.08658313179424464;0.012663840306161887;0.06594451750872049;0.003307288120967658;555745280;1073881088;29601767650;2415919136;4;190;485;60;-7.842846678230495;0.109375;;random_10
0;0.15108994594523184;0.2437853400311279;0.0835712452060656;0.17508396875411358;0.03457496843894646;0.1879164807572236;0.07592085597706041;0.04805719489023067;536870928;12079726594;29601767650;1073881088;1;206;416;116;;;;random_11
1;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;536870928;12079726594;29542711522;1073881088;1;225;403;110;-7.772949815281284;0.09375;0.8125;random_11
2;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;536870928;12079726594;29542711522;1073881088;1;224;404;110;-7.779062065881242;0.09375;0.40625;random_11
3;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;536870928;12079726594;29542711522;1073881088;1;224;404;110;-7.778152987086493;0.09375;;random_11
0;0.1435609441755931;0.004921730015495125;0.20289989563132568;0.001149313093622308;0.16590935378399868;0.06608993129700884;0.17995365780355352;0.2355151741994028;536870928;29607735520;10737418336;1073881088;1;466;91;181;;;;random_12
1;0.4554956681272346;0.01950704247648652;0.009232546118176182;0.2560081526083127;0.0633016701255059;0.09745217600848076;0.014879842342759403;0.0841229021930442;536870928;63965460962;2415919136;1073881088;1;531;85;122;-7.7363035138279965;0.09375;1.109375;random_12
2;0.3185978616200468;0.0399253692728866;0.07682932231412168;0.20500689188455026;0.19099429936681286;0.12665723020531694;0.02933711933047395;0.012651906005790877;555745280;63970703858;2415919136;1073881088;4;519;85;131;-7.785086239353492;0.09375;0.96875;random_12
3;0.3105558037553102;0.09838016706549667;0.029832776091283788;0.2477094638895409;0.1783533424689401;0.0905180372033726;0.02326501872834065;0.021385390797715162;555745280;63970703858;2415919136;1073881088;4;519;98;118;-7.825541491435925;0.09375;0.515625;random_12
4;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;555745280;63970703858;3229753376;1073881088;4;480;126;129;-7.834626404152785;0.09375;0.96875;random_12
5;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;555745280;63970703858;3229753376;1073881088;4;480;126;129;-7.832869637703861;0.09375;0.46875;random_12
6;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;555745280;63970703858;3229753376;1073881088;4;480;126;129;-7.832869637703861;0.09375;;random_12
0;0.05579214832119081;0.12922472055354275;0.1327874324500045;0.12834878286636378;0.05003435679203865;0.21368941678985756;0.10028450329915843;0.18983863892784364;536870928;46707910818;29003751520;1073881088;1;356;269;113;;;;random_13
1;0.3702533321068424;0.022956605155466023;0.07191222226505606;0.4037747516473602;0.08737804219003784;0.0029004357188159953;0.03653897053246483;0.004285640383956738;555745280;47043459234;29607735520;1073881088;4;283;278;174;-7.737811111431809;0.109375;0.734375;random_13
2;0.27002795685226705;0.14532099445965768;0.0831791085664718;0.4117031101363513;0.0045732289880018;0.013170908603486808;0.068584978332819;0.003439714060944649;555745280;47043459234;29607735520;1073881088;4;311;261;163;-7.816365705166048;0.09375;0.359375;random_13
3;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;555745280;46707910818;64238859232;1073881088;3;284;289;163;-7.788435939958045;0.09375;1.03125;random_13
4;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;555745280;46707910818;64238859232;1073881088;3;285;288;163;-7.782323528195481;0.09375;0.359375;random_13
5;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;555745280;46707910818;64238859232;1073881088;3;285;288;163;-7.782157660363915;0.109375;;random_13
0;0.13339007919825738;0.05672096348107715;0.15519052451155035;0.07561329411816448;0.16802560045992326;0.11084822274612922;0.16814615371747196;0.13206516176742628;536870928;29597315570;28995362850;43486546050;1;324;291;123;;;;random_14
1;0.2256881347594812;0.08484430801669142;0.29938977600540523;0.002345498883917141;0.141694414645838;0.00960362423409465;0.05528122313219085;0.1811530203223816;536870928;29560283638;3489800224;43486546050;1;422;165;151;-7.692058979337336;0.09375;1.09375;random_14
2;0.33956277788655576;0.005148902496533941;0.19869035120813375;0.1410224257861955;0.06457189359411677;0.03568611120524213;0.02860628712670137;0.18671125069652075;536870928;29560283638;3489800224;44560418946;1;386;151;201;-7.747333929465286;0.09375;0.8125;random_14
