Iteration;w_s;Non Food;Non Perishable A;Non Perishable B;Non Perishable C;Non Perishable D;Perishable A;Perishable B;Medoid 0;Medoid 1;Medoid 2;Medoid 3;Cluster Size 0;Cluster Size 1;Cluster Size 2;Cluster Size 3;IEM;optimization;clustering;Repetition
0;0.11408519359808582;0.1486707537952537;0.1253000809216158;0.11326817393468144;0.088067694135561;0.13426592896451614;0.09096390915257356;0.18537826549771247;43486546050;18258211072;11811291234;34359738880;191;194;286;1;;;;random_0
1;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;61745539202;1140989952;28995354722;34359738880;224;122;325;1;-7.722879767376628;0.09375;0.640625;random_0
2;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;61745539202;1140989952;28995354722;34359738880;224;122;325;1;-7.786158742235509;0.09375;0.3125;random_0
3;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;61745539202;1140989952;28995354722;34359738880;224;122;325;1;-7.786158742235509;0.09375;;random_0
0;0.2230943142573634;0.08876925228049985;0.18328959226317254;0.12244267836512653;0.13150607973995734;0.21428175474110944;0.016445318155662837;0.020171010197108017;10200678530;29880168950;3288465440;1140989952;139;327;117;89;;;;random_1
1;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;10200678530;29880168950;3288465440;1140989952;149;309;102;112;-7.851739661946063;0.109375;0.265625;random_1
2;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;10200678530;29880168950;3288465440;1140989952;149;309;102;112;-7.859785930082864;0.109375;;random_1
0;0.10822950194210952;0.14099952599637086;0.021833392552064484;0.2356914372988185;0.19284980200941512;0.09032859058704758;0.17809393668812418;0.031973812926049804;555745280;3565297664;29540626658;35978881152;16;143;383;130;;;;random_10
1;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;1140989952;3565297664;29540626658;35433490432;106;79;387;100;-7.801987120885929;0.09375;0.984375;random_10
2;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;1140989952;3565297664;29540626658;35433490432;106;79;387;100;-7.878656826970942;0.125;0.421875;random_10
3;0.2366789100818342;0.1819432033667347;0.02595492144120827;0.25233527557337193;0.12282527776671814;0.1402530047885955;0.00634802932882376;0.033661377652713445;1140989952;3565297664;29540626658;35433490432;106;79;387;100;-7.878656826970942;0.109375;;random_10
0;0.15108994594523184;0.2437853400311279;0.0835712452060656;0.17508396875411358;0.03457496843894646;0.1879164807572236;0.07592085597706041;0.04805719489023067;9730928642;1140989952;29540626658;2954887296;115;121;346;90;;;;random_11
1;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;9730928642;1140989952;29540626658;3565297664;119;130;331;92;-7.859379489216209;0.09375;0.875;random_11
2;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;9730928642;1140989952;29540626658;3565297664;120;130;330;92;-7.8658953393949345;0.09375;0.3125;random_11
3;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;9730928642;1140989952;29540626658;3565297664;120;130;330;92;-7.866001286560986;0.09375;;random_11
0;0.1435609441755931;0.004921730015495125;0.20289989563132568;0.001149313093622308;0.16590935378399868;0.06608993129700884;0.17995365780355352;0.2355151741994028;34896611456;64238008546;1140989952;1610747920;89;355;159;69;;;;random_12
1;0.26518956378025244;0.045671834691661584;0.1814336182739017;0.012027839888015288;0.15782097707351536;0.033540635676858735;0.06772544526194851;0.2365900853538463;34896611456;64238008546;1140989952;1610747920;91;365;153;63;-7.758182029405773;0.09375;0.375;random_12
2;0.24202698433220346;0.04306845552259569;0.07759420342938575;0.1338443226764889;0.16622202116428456;0.0243623891886194;0.04552885925913895;0.2673527644272833;34896611456;64238008546;1140989952;1610747920;83;394;140;55;-7.761800169112389;0.078125;0.4375;random_12
3;0.2426548807209436;0.04774158604080464;0.12974322700013724;0.16548710380914902;0.047542452493914734;0.00215675085529065;0.0256253964842772;0.33904860259548303;38127405216;63969831266;1140989952;1610747920;150;338;135;49;-7.783030221020727;0.09375;0.9375;random_12
4;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1677860992;64238008546;1140989952;36775660544;111;379;122;60;-7.782659649565352;0.09375;1.09375;random_12
5;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1677860992;64238008546;1140989952;36775660544;111;379;122;60;-7.918490756357482;0.09375;0.3125;random_12
6;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1677860992;64238008546;1140989952;36775660544;111;379;122;60;-7.918490756357482;0.109375;;random_12
0;0.05579214832119081;0.12922472055354275;0.1327874324500045;0.12834878286636378;0.05003435679203865;0.21368941678985756;0.10028450329915843;0.18983863892784364;536870916;9730928642;63969831266;3758227616;13;156;334;169;;;;random_13
