Iteration;w_s;Non Food;Non Perishable A;Non Perishable B;Non Perishable C;Non Perishable D;Perishable A;Perishable B;Medoid 0;Medoid 1;Medoid 2;Medoid 3;Cluster Size 0;Cluster Size 1;Cluster Size 2;Cluster Size 3;IEM;optimization;clustering;Repetition
0;0.11408519359808582;0.1486707537952537;0.1253000809216158;0.11326817393468144;0.088067694135561;0.13426592896451614;0.09096390915257356;0.18537826549771247;536870928;1073885184;63430670434;29809049730;1;101;318;277;;;;random_0
1;0.24583922759881016;0.08743795752925479;0.10132649713046628;0.051382160824446486;0.08725840913364279;0.3248062312263;0.004794632639486017;0.09715488391759347;536870928;1073885184;63430670434;29809049730;2;127;309;259;-7.744871522597934;0.09375;0.296875;random_0
2;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;536870928;1073885184;63430670434;29809049730;2;118;308;269;-7.775025902444977;0.078125;0.265625;random_0
3;0.1630698429893746;0.00407268318921882;0.09797735637200568;0.2025790815233156;0.07132255533094715;0.3329994162083449;0.0012882034078602431;0.12669086097893295;536870928;1073885184;63430670434;29809049730;2;118;308;269;-7.7893613795767465;0.078125;;random_0
0;0.2230943142573634;0.08876925228049985;0.18328959226317254;0.12244267836512653;0.13150607973995734;0.21428175474110944;0.016445318155662837;0.020171010197108017;1073885184;20472397856;12079734786;46784456930;95;175;169;258;;;;random_1
1;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1073885184;20472397856;12079734786;63900485858;115;110;185;287;-7.797528360253747;0.078125;0.40625;random_1
2;0.13785811827747668;0.03418559176189059;0.029504053907367874;0.3547892796283393;0.1905162412026077;0.21387290795945904;0.00566035311105709;0.033613454151801836;1073885184;3221368864;12079734786;63900485858;132;83;210;272;-7.869286816640532;0.078125;0.421875;random_1
3;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1073885184;3221368864;12079734786;63900485858;125;79;188;305;-7.862837381530381;0.09375;0.296875;random_1
4;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1073885184;3221368864;12079734786;63900485858;125;79;188;305;-7.8568791987635995;0.09375;;random_1
0;0.10822950194210952;0.14099952599637086;0.021833392552064484;0.2356914372988185;0.19284980200941512;0.09032859058704758;0.17809393668812418;0.031973812926049804;538968192;1073885184;29532233954;68291115058;32;140;329;196;;;;random_10
1;0.4007264736737745;0.00310362567010429;0.0033302005369709067;0.3927380356007213;0.046225443549343416;0.03708592971439797;0.06602574663090753;0.05076454462378014;538968192;1073885184;29603541488;63896169890;58;143;217;279;-7.7868091542854945;0.078125;0.46875;random_10
2;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1610752128;1073885184;64171675088;46514971138;126;133;219;219;-7.827538693432193;0.078125;0.59375;random_10
3;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1610752128;1073885184;64171675088;46514971138;126;133;219;219;-7.867017945918;0.09375;0.203125;random_10
4;0.22350086628715765;0.0027692807665022075;0.05262966994137647;0.4388417852266296;0.04310337257013177;0.0074560920298811905;0.05762348469859702;0.17407544847972406;1610752128;1073885184;64171675088;46514971138;126;133;219;219;-7.867017945918;0.078125;;random_10
0;0.15108994594523184;0.2437853400311279;0.0835712452060656;0.17508396875411358;0.03457496843894646;0.1879164807572236;0.07592085597706041;0.04805719489023067;536870928;20942299296;3489800192;44090665026;2;295;123;277;;;;random_11
1;0.058849419474035276;0.10645277822468108;0.04776526074911347;0.2278413301953133;0.11858865327243358;0.3699511211868037;0.002954074886826695;0.06759736201079282;536870928;20943409312;3489800192;44024465410;1;354;144;198;-7.7667008348703215;0.078125;0.5625;random_11
2;0.16882756346316316;0.01720462039518764;0.02308842648227704;0.057806420575531925;0.2812390015839808;0.330802341769475;0.04326062453347212;0.07777100119691219;536870928;29609566690;3489800192;9739313154;2;340;123;232;-7.774818951689046;0.09375;0.609375;random_11
3;0.03379901133745165;0.009229863395055908;0.1021697361520277;0.21617204921416489;0.2232336833480448;0.3535120839966061;0.034289155376229945;0.02759441718041919;536870928;63959416307;3489800192;9739313154;2;396;140;159;-7.8046000160403555;0.078125;0.578125;random_11
4;0.08645717118140171;0.06555079012069358;0.04045561742376713;0.23391560708280865;0.20583589004678812;0.3179326262513177;0.01359441021828048;0.03625788767494265;536870928;29609566690;3489800192;9739313154;2;383;125;187;-7.786835595025869;0.078125;0.609375;random_11
5;0.16882756346316316;0.01720462039518764;0.02308842648227704;0.057806420575531925;0.2812390015839808;0.330802341769475;0.04326062453347212;0.07777100119691219;536870928;29609566690;3489800192;9739313154;2;339;124;232;-7.806765466033696;0.09375;0.328125;random_11
6;0.03379901133745165;0.009229863395055908;0.1021697361520277;0.21617204921416489;0.2232336833480448;0.3535120839966061;0.034289155376229945;0.02759441718041919;536870928;63959416307;3489800192;9739313154;2;398;139;158;-7.801323793289773;0.09375;0.625;random_11
7;0.08645717118140171;0.06555079012069358;0.04045561742376713;0.23391560708280865;0.20583589004678812;0.3179326262513177;0.01359441021828048;0.03625788767494265;536870928;29609566690;3489800192;9739313154;2;381;127;187;-7.789336607320958;0.09375;0.703125;random_11
8;0.16882756346316316;0.01720462039518764;0.02308842648227704;0.057806420575531925;0.2812390015839808;0.330802341769475;0.04326062453347212;0.07777100119691219;536870928;29609566690;3489800192;9739313154;2;339;124;232;-7.8028679140537776;0.109375;;random_11
0;0.1435609441755931;0.004921730015495125;0.20289989563132568;0.001149313093622308;0.16590935378399868;0.06608993129700884;0.17995365780355352;0.2355151741994028;9126805584;34359741440;29532233954;1073876992;71;35;452;139;;;;random_12
1;0.3464569738903433;0.18004333742116102;0.03404360195093157;0.12205716294751215;0.08125939279048328;0.10836507399358886;0.0025281298278501787;0.12524632717812986;10267664514;34359741440;29610095090;1073885184;182;72;368;75;-7.7502785886683245;0.078125;1.5625;random_12
2;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;10267664514;34359741440;29610095090;1073885184;170;63;362;102;-7.814779302637586;0.078125;0.265625;random_12
3;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;10267664514;34359741440;29610095090;1073885184;170;63;362;102;-7.8340186661516285;0.078125;;random_12
0;0.05579214832119081;0.12922472055354275;0.1327874324500045;0.12834878286636378;0.05003435679203865;0.21368941678985756;0.10028450329915843;0.18983863892784364;536870928;18253807616;3296866336;63891970210;1;120;159;417;;;;random_13
1;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1610752128;1073885184;3221368864;63891970210;120;77;125;375;-7.70778584988446;0.078125;1.484375;random_13
2;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1610752128;1073885184;3221368864;63891970210;120;77;125;375;-7.855817557423327;0.078125;0.265625;random_13
3;0.2380546354771868;0.11173900989189237;0.02610578762759009;0.2538020055267487;0.04185444016434565;0.24887557479368705;0.006384928033296779;0.07318361848525258;1610752128;1073885184;3221368864;63891970210;120;77;125;375;-7.855817557423327;0.09375;;random_13
0;0.13339007919825738;0.05672096348107715;0.15519052451155035;0.07561329411816448;0.16802560045992326;0.11084822274612922;0.16814615371747196;0.13206516176742628;536870928;44023547970;29532233954;3489673216;1;150;424;122;;;;random_14
1;0.173774107802524;0.005944439597428946;0.1460460754256834;0.05636071752935284;0.15193135180814402;0.2964315205646726;0.0005845289065144723;0.16892725836567982;536870928;1073885184;29532233954;3489800192;1;124;453;119;-7.712533497228737;0.078125;0.625;random_14
